t,S0,vol,p_model,p_market,edge
2026-07-28 08:00:24+00:00,63506.0,0.3479145307183858,0.9999999999973626,0.9995,0.0004999999973624991
2026-07-28 10:00:37+00:00,63400.4,0.34843226995960475,0.9999999999946386,0.9995,0.0004999999946385669
2026-07-28 11:00:39+00:00,63475.1,0.34804861304331525,0.9999999999967583,0.9995,0.0004999999967582047
2026-07-28 12:00:59+00:00,63350.0,0.34873858251054485,0.999999999992448,0.9995,0.0004999999924479859
2026-07-28 13:00:35+00:00,63550.3,0.34774748551053725,0.9999999999980341,0.9995,0.000499999998034073
2026-07-28 14:00:32+00:00,63109.0,0.3507282125095921,0.9999999999600792,0.9995,0.0004999999600791005
2026-07-28 15:00:41+00:00,63411.3,0.34837104815729486,0.9999999999950199,0.9995,0.0004999999950198175
2026-07-28 16:00:37+00:00,63923.2,0.34752115674113365,0.9999999999998146,0.9995,0.0004999999998145377
2026-07-28 17:00:33+00:00,64040.2,0.3478850380828741,0.9999999999999071,0.9995,0.0004999999999070193
2026-07-28 18:00:42+00:00,63686.2,0.3474205388785447,0.999999999999189,0.9995,0.000499999999188927
2026-07-28 19:00:48+00:00,63733.5,0.34737248662750125,0.9999999999994003,0.9995,0.0004999999994002025
2026-07-28 20:00:45+00:00,63896.7,0.3474675588310187,0.9999999999997824,0.9995,0.0004999999997823412
2026-07-29 01:00:44+00:00,63956.3,0.3372488668654797,0.999999999999972,0.9995,0.0004999999999719673
2026-07-29 02:00:56+00:00,63703.0,0.33701875829764366,0.999999999999853,0.9995,0.0004999999998529514
2026-07-29 03:00:53+00:00,63974.7,0.33730251580888165,0.999999999999975,0.9995,0.0004999999999749649
2026-07-29 04:00:43+00:00,63748.9,0.3369900726395468,0.9999999999998921,0.9995,0.0004999999998920313
2026-07-29 08:00:45+00:00,63920.6,0.33715902840122536,0.9999999999999649,0.9995,0.0004999999999648619
2026-07-29 09:00:49+00:00,64419.1,0.3401061012936,0.999999999999998,0.9995,0.0004999999999979465
2026-07-29 10:00:41+00:00,64697.0,0.34330785945236136,0.9999999999999996,0.9995,0.0004999999999995008
2026-07-29 11:00:47+00:00,64470.0,0.3406102537087422,0.9999999999999984,0.9995,0.0004999999999983906
2026-07-29 13:00:45+00:00,64283.6,0.33894611014107795,0.999999999999996,0.9995,0.0004999999999959481
2026-07-29 14:00:48+00:00,64670.9,0.3429606728860198,0.9999999999999994,0.9995,0.0004999999999993898
