vol_mult,atr_mult,n_trades,expectancy_pct,ci_low,ci_high,median_pct,win_rate,profit_factor,positive_segments,segments
1.25,1.0,68,-0.0032987942842573714,-0.017691092302932112,0.01370477127615702,-0.011563707791329526,0.16176470588235295,0.8341703989123828,7,23
1.25,1.25,36,-0.0020924715354979093,-0.019091166693975772,0.018930227194152608,-0.00814640674351794,0.2222222222222222,0.887702803563666,5,17
1.25,1.5,14,0.010943933617291682,-0.025848473008486323,0.05818385679509832,-0.009805251219408414,0.35714285714285715,1.5317532984750672,4,9
1.5,1.0,64,-0.0029563809165279262,-0.017920126137517138,0.014590881382561968,-0.011755205183889833,0.15625,0.8527425411103721,7,22
1.5,1.25,33,-0.0014326626308686422,-0.019398123053796647,0.021322788976000116,-0.008475966138050923,0.21212121212121213,0.9225001606895723,5,15
1.5,1.5,12,0.01455897076791498,-0.025308684860753463,0.06917137695068702,-0.009805251219408414,0.3333333333333333,1.7468420514145173,4,8
2.0,1.0,54,-0.00010329672197771056,-0.016970729436171637,0.020308212772217123,-0.012310677982354943,0.14814814814814814,0.9946434332604214,6,21
2.0,1.25,29,-0.0033129252596180744,-0.022962859026765137,0.022408969675893606,-0.01282770087487821,0.1724137931034483,0.8395884268181084,3,14
2.0,1.5,10,0.01147994912565381,-0.0352579274715652,0.0748175828080608,-0.012412645386033412,0.2,1.4907460430989796,2,6
