time_utc,side,reason,expected_px,fill_px,slippage_pct,notional,units,pnl_acct_pct,balance
2024-07-18 04:00:00+00:00,SELL,signal,64865.08,64574.00,+0.0000%,800.80,0.01240131,-0.6477%,12873.85
2024-07-18 05:00:00+00:00,BUY,signal,64756.77,64756.77,+0.0000%,804.06,0.01241669,+0.0000%,12072.24
2024-07-18 07:00:00+00:00,SELL,signal,64756.77,64668.00,+0.0000%,802.96,0.01241669,-0.3367%,12873.30
2024-07-18 08:00:00+00:00,BUY,signal,64936.90,64936.90,+0.0000%,803.88,0.01237947,+0.0000%,12069.53
2024-07-18 10:00:00+00:00,SELL,signal,64936.90,64609.99,+0.0000%,799.84,0.01237947,-0.7023%,12864.52
2024-07-18 11:00:00+00:00,BUY,signal,64758.00,64758.00,+0.0000%,803.51,0.01240785,+0.0000%,12063.88
2024-07-18 13:00:00+00:00,SELL,signal,64758.00,64594.20,+0.0000%,801.48,0.01240785,-0.4523%,12862.52
2024-07-19 13:00:00+00:00,BUY,signal,65135.90,65135.90,+0.0000%,803.27,0.01233215,+0.0000%,12060.24
2024-07-25 02:00:00+00:00,SELL,signal,65135.90,64208.01,+0.0000%,791.82,0.01233215,-1.6216%,12839.83
2024-07-25 14:00:00+00:00,BUY,signal,64835.00,64835.00,+0.0000%,802.40,0.01237599,+0.0000%,12047.20
2024-07-31 13:00:00+00:00,SELL,signal,64835.00,66508.00,+0.0000%,823.10,0.01237599,+2.3753%,12890.19
2024-08-21 19:00:00+00:00,BUY,signal,61570.00,61570.00,+0.0000%,803.67,0.01305291,+0.0000%,12066.28
2024-08-21 20:00:00+00:00,SELL,signal,61570.00,61236.00,+0.0000%,799.31,0.01305291,-0.7413%,12860.43
2024-08-23 15:00:00+00:00,BUY,signal,61533.05,61533.05,+0.0000%,803.27,0.01305430,+0.0000%,12060.32
2024-08-27 21:00:00+00:00,SELL,signal,61533.05,60419.99,+0.0000%,788.74,0.01305430,-2.0052%,12833.74
2024-09-17 15:00:00+00:00,BUY,signal,61135.50,61135.50,+0.0000%,802.20,0.01312162,+0.0000%,12044.19
2024-09-17 18:00:00+00:00,SELL,signal,61135.50,60540.17,+0.0000%,794.39,0.01312162,-1.1717%,12829.97
2024-09-18 18:00:00+00:00,BUY,signal,60629.79,60629.79,+0.0000%,801.57,0.01322073,+0.0000%,12034.79
2024-09-18 19:00:00+00:00,SELL,signal,60629.79,60057.99,+0.0000%,794.01,0.01322073,-1.1411%,12820.44
2024-09-18 22:00:00+00:00,BUY,signal,60684.78,60684.78,+0.0000%,800.96,0.01319870,+0.0000%,12025.63
2024-10-01 21:00:00+00:00,SELL,signal,60684.78,61142.01,+0.0000%,807.00,0.01319870,+0.5520%,12837.85
2024-10-13 02:00:00+00:00,BUY,signal,62867.20,62867.20,+0.0000%,801.26,0.01274520,+0.0000%,12030.06
2024-10-27 12:00:00+00:00,SELL,signal,62867.20,67400.00,+0.0000%,859.03,0.01274520,+6.9958%,12946.00
2024-10-28 09:00:00+00:00,BUY,signal,68574.00,68574.00,+0.0000%,804.99,0.01173903,+0.0000%,12086.16
2024-11-04 11:00:00+00:00,SELL,signal,68574.00,68792.71,+0.0000%,807.56,0.01173903,+0.1184%,12895.48
2024-11-06 04:00:00+00:00,BUY,signal,74261.07,74261.07,+0.0000%,805.06,0.01084088,+0.0000%,12087.12
2024-11-27 12:00:00+00:00,SELL,signal,74261.07,93499.99,+0.0000%,1013.62,0.01084088,+25.6555%,13308.29
2024-11-28 00:00:00+00:00,BUY,signal,96552.01,96552.01,+0.0000%,818.83,0.00848066,+0.0000%,12293.85
2024-12-03 14:00:00+00:00,SELL,signal,96552.01,95235.25,+0.0000%,807.66,0.00848066,-1.5610%,13089.53
2024-12-05 04:00:00+00:00,BUY,signal,103339.96,103339.96,+0.0000%,817.97,0.00791536,+0.0000%,12281.06
2024-12-11 04:00:00+00:00,SELL,signal,103339.96,97546.96,+0.0000%,772.12,0.00791536,-5.7945%,13006.55
2024-12-11 21:00:00+00:00,BUY,signal,101520.12,101520.12,+0.0000%,814.81,0.00802612,+0.0000%,12233.62
2024-12-20 06:00:00+00:00,SELL,signal,101520.12,97281.37,+0.0000%,780.79,0.00802612,-4.3668%,12979.61
2025-01-03 06:00:00+00:00,BUY,signal,96539.49,96539.49,+0.0000%,812.44,0.00841563,+0.0000%,12198.00
2025-01-08 06:00:00+00:00,SELL,signal,96539.49,95284.31,+0.0000%,801.88,0.00841563,-1.4975%,12988.51
2025-01-08 08:00:00+00:00,BUY,signal,95945.99,95945.99,+0.0000%,811.63,0.00845924,+0.0000%,12185.82
2025-01-08 09:00:00+00:00,SELL,signal,95945.99,95432.82,+0.0000%,807.29,0.00845924,-0.7337%,12987.96
2025-01-15 18:00:00+00:00,BUY,signal,99446.14,99446.14,+0.0000%,811.23,0.00815751,+0.0000%,12179.86
2025-01-27 10:00:00+00:00,SELL,signal,99446.14,98392.74,+0.0000%,802.64,0.00815751,-1.2570%,12973.11
2025-01-27 11:00:00+00:00,BUY,signal,98761.13,98761.13,+0.0000%,810.55,0.00820721,+0.0000%,12169.66
2025-01-27 23:00:00+00:00,SELL,signal,98761.13,102082.83,+0.0000%,837.82,0.00820721,+3.1567%,13033.90
2025-01-30 22:00:00+00:00,BUY,signal,105094.56,105094.56,+0.0000%,812.26,0.00772884,+0.0000%,12195.27
2025-02-01 12:00:00+00:00,SELL,signal,105094.56,102277.71,+0.0000%,790.49,0.00772884,-2.8748%,12963.19
2025-02-21 10:00:00+00:00,BUY,signal,98612.00,98612.00,+0.0000%,810.70,0.00822113,+0.0000%,12171.89
2025-02-21 15:00:00+00:00,SELL,signal,98612.00,98104.04,+0.0000%,806.53,0.00822113,-0.7140%,12973.44
2025-04-21 00:00:00+00:00,BUY,signal,86625.68,86625.68,+0.0000%,810.32,0.00935423,+0.0000%,12166.10
2025-05-06 11:00:00+00:00,SELL,signal,86625.68,93812.54,+0.0000%,877.54,0.00935423,+8.0800%,13109.99
2025-05-07 07:00:00+00:00,BUY,signal,96994.82,96994.82,+0.0000%,814.68,0.00839922,+0.0000%,12231.64
2025-05-30 09:00:00+00:00,SELL,signal,96994.82,105623.04,+0.0000%,887.15,0.00839922,+8.6779%,13190.37
2025-06-09 12:00:00+00:00,BUY,signal,107750.39,107750.39,+0.0000%,819.39,0.00760456,+0.0000%,12302.40
2025-06-14 05:00:00+00:00,SELL,signal,107750.39,105288.30,+0.0000%,800.67,0.00760456,-2.4803%,13083.55
2025-06-16 20:00:00+00:00,BUY,signal,108782.68,108782.68,+0.0000%,818.04,0.00751994,+0.0000%,12282.06
2025-06-18 10:00:00+00:00,SELL,signal,108782.68,104266.19,+0.0000%,784.08,0.00751994,-4.3434%,13031.38
2025-06-25 11:00:00+00:00,BUY,signal,107198.02,107198.02,+0.0000%,815.67,0.00760901,+0.0000%,12246.49
2025-07-25 02:00:00+00:00,SELL,signal,107198.02,116353.67,+0.0000%,885.34,0.00760901,+8.3239%,13200.61
2025-07-28 04:00:00+00:00,BUY,signal,119218.05,119218.05,+0.0000%,820.20,0.00687981,+0.0000%,12314.45
2025-07-30 06:00:00+00:00,SELL,signal,119218.05,118287.31,+0.0000%,813.79,0.00687981,-0.9790%,13121.03
2025-08-08 21:00:00+00:00,BUY,signal,116931.44,116931.44,+0.0000%,819.66,0.00700976,+0.0000%,12306.41
2025-08-18 05:00:00+00:00,SELL,signal,116931.44,115687.99,+0.0000%,810.95,0.00700976,-1.2612%,13107.83
2025-09-11 23:00:00+00:00,BUY,signal,115482.69,115482.69,+0.0000%,818.97,0.00709173,+0.0000%,12296.07
2025-09-12 03:00:00+00:00,SELL,signal,115482.69,115194.14,+0.0000%,816.93,0.00709173,-0.4493%,13110.13
2025-09-12 04:00:00+00:00,BUY,signal,115359.99,115359.99,+0.0000%,818.73,0.00709715,+0.0000%,12292.38
2025-09-12 07:00:00+00:00,SELL,signal,115359.99,115086.70,+0.0000%,816.79,0.00709715,-0.4363%,13106.41
2025-09-12 14:00:00+00:00,BUY,signal,115260.00,115260.00,+0.0000%,818.49,0.00710124,+0.0000%,12288.81
2025-09-12 15:00:00+00:00,SELL,signal,115260.00,115121.18,+0.0000%,817.50,0.00710124,-0.3201%,13104.51
2025-09-12 16:00:00+00:00,BUY,signal,115495.56,115495.56,+0.0000%,818.31,0.00708525,+0.0000%,12286.18
2025-09-15 00:00:00+00:00,SELL,signal,115495.56,115071.32,+0.0000%,815.31,0.00708525,-0.5665%,13097.67
2025-09-15 01:00:00+00:00,BUY,signal,115231.69,115231.69,+0.0000%,818.01,0.00709879,+0.0000%,12281.54
2025-09-15 08:00:00+00:00,SELL,signal,115231.69,114737.27,+0.0000%,814.50,0.00709879,-0.6281%,13091.72
2025-09-15 17:00:00+00:00,BUY,signal,115120.03,115120.03,+0.0000%,817.66,0.00710270,+0.0000%,12276.40
2025-09-16 01:00:00+00:00,SELL,signal,115120.03,115024.24,+0.0000%,816.98,0.00710270,-0.2829%,13091.89
2025-09-16 03:00:00+00:00,BUY,signal,115307.25,115307.25,+0.0000%,817.51,0.00708983,+0.0000%,12274.09
2025-09-22 00:00:00+00:00,SELL,signal,115307.25,114407.28,+0.0000%,811.13,0.00708983,-0.9788%,13078.02
2025-09-30 23:00:00+00:00,BUY,signal,114048.93,114048.93,+0.0000%,816.98,0.00716337,+0.0000%,12266.08
2025-10-10 20:00:00+00:00,SELL,signal,114048.93,114266.82,+0.0000%,818.54,0.00716337,-0.0092%,13085.36
2025-10-26 12:00:00+00:00,BUY,signal,113575.05,113575.05,+0.0000%,816.97,0.00719322,+0.0000%,12266.00
2025-10-26 17:00:00+00:00,SELL,signal,113575.05,113442.13,+0.0000%,816.01,0.00719322,-0.3167%,13080.24
2025-10-26 18:00:00+00:00,BUY,signal,113575.15,113575.15,+0.0000%,816.80,0.00719169,+0.0000%,12263.41
2025-10-26 20:00:00+00:00,SELL,signal,113575.15,113320.80,+0.0000%,814.97,0.00719169,-0.4234%,13075.74
2025-10-26 22:00:00+00:00,BUY,signal,114681.33,114681.33,+0.0000%,816.57,0.00712031,+0.0000%,12259.95
2025-10-28 20:00:00+00:00,SELL,signal,114681.33,112808.05,+0.0000%,803.23,0.00712031,-1.8301%,13049.04
2026-01-04 07:00:00+00:00,BUY,signal,91532.00,91532.00,+0.0000%,815.57,0.00891023,+0.0000%,12244.99
2026-01-04 08:00:00+00:00,SELL,signal,91532.00,91374.99,+0.0000%,814.17,0.00891023,-0.3711%,13056.95
2026-01-04 10:00:00+00:00,BUY,signal,91600.62,91600.62,+0.0000%,815.37,0.00890135,+0.0000%,12241.96
2026-01-04 11:00:00+00:00,SELL,signal,91600.62,91300.00,+0.0000%,812.69,0.00890135,-0.5274%,13051.17
2026-01-04 23:00:00+00:00,BUY,signal,91529.73,91529.73,+0.0000%,815.08,0.00890511,+0.0000%,12237.66
2026-01-07 18:00:00+00:00,SELL,signal,91529.73,90901.39,+0.0000%,809.49,0.00890511,-0.8850%,13040.74
2026-01-07 19:00:00+00:00,BUY,signal,91186.07,91186.07,+0.0000%,814.60,0.00893340,+0.0000%,12230.44
2026-01-08 03:00:00+00:00,SELL,signal,91186.07,90813.40,+0.0000%,811.27,0.00893340,-0.6078%,13037.57
2026-01-08 04:00:00+00:00,BUY,signal,91022.75,91022.75,+0.0000%,814.27,0.00894580,+0.0000%,12225.48
2026-01-08 05:00:00+00:00,SELL,signal,91022.75,90829.58,+0.0000%,812.54,0.00894580,-0.4117%,13035.49
2026-01-08 15:00:00+00:00,BUY,signal,90781.57,90781.57,+0.0000%,814.05,0.00896711,+0.0000%,12222.13
2026-01-09 08:00:00+00:00,SELL,signal,90781.57,90033.52,+0.0000%,807.34,0.00896711,-1.0223%,13021.95
2026-01-09 13:00:00+00:00,BUY,signal,90607.66,90607.66,+0.0000%,813.49,0.00897819,+0.0000%,12213.80
2026-01-09 14:00:00+00:00,SELL,signal,90607.66,90150.00,+0.0000%,809.38,0.00897819,-0.7040%,13018.26
2026-01-09 15:00:00+00:00,BUY,signal,91176.47,91176.47,+0.0000%,813.11,0.00891800,+0.0000%,12208.07
2026-01-09 19:00:00+00:00,SELL,signal,91176.47,90332.15,+0.0000%,805.58,0.00891800,-1.1241%,13005.31
2026-01-09 21:00:00+00:00,BUY,signal,90541.97,90541.97,+0.0000%,812.50,0.00897376,+0.0000%,12198.92
2026-01-20 13:00:00+00:00,SELL,signal,90541.97,90958.88,+0.0000%,816.24,0.00897376,+0.2596%,13018.08
2026-03-16 22:00:00+00:00,BUY,signal,74772.66,74772.66,+0.0000%,812.64,0.01086818,+0.0000%,12201.03
2026-03-17 03:00:00+00:00,SELL,signal,74772.66,74463.98,+0.0000%,809.29,0.01086818,-0.6119%,13006.15
2026-03-17 17:00:00+00:00,BUY,signal,74523.75,74523.75,+0.0000%,812.31,0.01090003,+0.0000%,12196.05
2026-03-17 22:00:00+00:00,SELL,signal,74523.75,74307.08,+0.0000%,809.95,0.01090003,-0.4901%,13002.83
2026-03-18 02:00:00+00:00,BUY,signal,74338.93,74338.93,+0.0000%,812.05,0.01092356,+0.0000%,12192.07
2026-03-18 04:00:00+00:00,SELL,signal,74338.93,74175.49,+0.0000%,810.26,0.01092356,-0.4193%,12999.73
2026-04-06 17:00:00+00:00,BUY,signal,69574.61,69574.61,+0.0000%,811.82,0.01166832,+0.0000%,12188.66
2026-04-07 01:00:00+00:00,SELL,signal,69574.61,68400.01,+0.0000%,798.11,0.01166832,-1.8848%,12972.27
2026-04-07 03:00:00+00:00,BUY,signal,68779.21,68779.21,+0.0000%,810.80,0.01178843,+0.0000%,12173.34
2026-04-07 05:00:00+00:00,SELL,signal,68779.21,68669.00,+0.0000%,809.50,0.01178843,-0.3598%,12980.73
2026-04-07 08:00:00+00:00,BUY,signal,68936.71,68936.71,+0.0000%,810.60,0.01175867,+0.0000%,12170.42
2026-04-07 10:00:00+00:00,SELL,signal,68936.71,68237.93,+0.0000%,802.39,0.01175867,-1.2115%,12963.79
2026-04-07 19:00:00+00:00,BUY,signal,69011.29,69011.29,+0.0000%,809.95,0.01173648,+0.0000%,12160.59
2026-04-29 18:00:00+00:00,SELL,signal,69011.29,75513.91,+0.0000%,886.27,0.01173648,+9.2038%,13122.29
2026-05-02 00:00:00+00:00,BUY,signal,78341.75,78341.75,+0.0000%,814.92,0.01040211,+0.0000%,12235.21
2026-05-15 11:00:00+00:00,SELL,signal,78341.75,80628.53,+0.0000%,838.71,0.01040211,+2.7132%,13096.86
2026-07-20 15:00:00+00:00,BUY,signal,65598.75,65598.75,+0.0000%,816.39,0.01244526,+0.0000%,12257.34
2026-07-20 18:00:00+00:00,SELL,signal,65598.75,65240.01,+0.0000%,811.93,0.01244526,-0.7457%,13063.99
2026-07-20 20:00:00+00:00,BUY,signal,65367.58,65367.58,+0.0000%,815.99,0.01248306,+0.0000%,12251.25
2026-07-20 21:00:00+00:00,SELL,signal,65367.58,65286.02,+0.0000%,814.97,0.01248306,-0.3244%,13064.38
2026-07-21 00:00:00+00:00,BUY,signal,65568.01,65568.01,+0.0000%,815.81,0.01244221,+0.0000%,12248.60
2026-07-21 01:00:00+00:00,SELL,signal,65568.01,65235.55,+0.0000%,811.67,0.01244221,-0.7059%,13055.32
2026-07-21 02:00:00+00:00,BUY,signal,65414.01,65414.01,+0.0000%,815.43,0.01246563,+0.0000%,12242.83
2026-07-23 16:00:00+00:00,SELL,signal,65414.01,64756.84,+0.0000%,807.23,0.01246563,-1.2025%,13041.07
2026-07-23 18:00:00+00:00,BUY,signal,64869.12,64869.12,+0.0000%,814.77,0.01256026,+0.0000%,12233.02
2026-07-24 13:00:00+00:00,SELL,signal,64869.12,64155.46,+0.0000%,805.81,0.01256026,-1.2979%,13029.06
2026-07-25 18:00:00+00:00,BUY,signal,64415.99,64415.99,+0.0000%,814.07,0.01263767,+0.0000%,12222.43
2026-07-25 19:00:00+00:00,SELL,signal,64415.99,64388.38,+0.0000%,813.72,0.01263767,-0.2427%,13034.99
2026-07-27 07:00:00+00:00,BUY,signal,65221.99,65221.99,+0.0000%,813.94,0.01247948,+0.0000%,12220.46
2026-07-27 22:00:00+00:00,SELL,signal,65221.99,63792.00,+0.0000%,796.09,0.01247948,-2.3880%,12997.91
2026-08-05 21:00:00+00:00,BUY,signal,64733.13,64733.13,+0.0000%,812.64,0.01255371,+0.0000%,12201.00
2026-08-11 16:00:00+00:00,SELL,signal,64733.13,63512.59,+0.0000%,797.32,0.01255371,-2.0816%,12982.20
2026-08-11 17:00:00+00:00,BUY,signal,63607.88,63607.88,+0.0000%,811.51,0.01275806,+0.0000%,12184.07
2026-08-11 18:00:00+00:00,SELL,signal,63607.88,63373.07,+0.0000%,808.52,0.01275806,-0.5683%,12988.78
2026-08-11 19:00:00+00:00,BUY,signal,63536.00,63536.00,+0.0000%,811.21,0.01276765,+0.0000%,12179.45
2026-08-12 05:00:00+00:00,SELL,signal,63536.00,63849.94,+0.0000%,815.21,0.01276765,+0.2932%,12997.86
2026-08-18 22:00:00+00:00,BUY,signal,64634.00,64634.00,+0.0000%,811.36,0.01255321,+0.0000%,12181.83
2026-09-02 22:00:00+00:00,SELL,signal,64634.00,77034.03,+0.0000%,967.02,0.01255321,+18.9467%,13303.55
2026-09-03 23:00:00+00:00,BUY,signal,81270.37,81270.37,+0.0000%,821.61,0.01010962,+0.0000%,12335.70
2020-01-06 21:00:00+00:00,BUY,signal,7578.42,7578.42,+0.0000%,666.00,0.08788112,+0.0000%,9999.33
2020-01-06 21:00:00+00:00,BUY,signal,7578.42,7578.42,+0.0000%,666.00,0.08788112,+0.0000%,9999.33
2020-01-24 05:00:00+00:00,SELL,signal,7578.42,8321.86,+0.0000%,731.33,0.08788112,+0.6394%,10795.27
2020-01-28 02:00:00+00:00,BUY,signal,9119.79,9119.79,+0.0000%,670.26,0.07349491,+0.0000%,10063.27
2020-02-17 12:00:00+00:00,SELL,signal,9119.79,9633.14,+0.0000%,707.99,0.07349491,+0.3612%,10808.27
2020-04-23 12:00:00+00:00,BUY,signal,7167.70,7167.70,+0.0000%,672.68,0.09384866,+0.0000%,10099.61
2020-05-11 14:00:00+00:00,SELL,signal,7167.70,8871.89,+0.0000%,832.61,0.09384866,+1.5686%,11091.33
2020-05-14 09:00:00+00:00,BUY,signal,9803.54,9803.54,+0.0000%,683.23,0.06969222,+0.0000%,10258.03
2020-05-22 07:00:00+00:00,SELL,signal,9803.54,9081.81,+0.0000%,632.93,0.06969222,-0.5031%,10840.03
2020-05-29 09:00:00+00:00,BUY,signal,9445.00,9445.00,+0.0000%,679.79,0.07197384,+0.0000%,10206.42
2020-06-12 07:00:00+00:00,SELL,signal,9445.00,9439.00,+0.0000%,679.36,0.07197384,-0.0176%,10884.67
2020-06-23 06:00:00+00:00,BUY,signal,9635.14,9635.14,+0.0000%,679.67,0.07054112,+0.0000%,10204.63
2020-06-25 02:00:00+00:00,SELL,signal,9635.14,9255.01,+0.0000%,652.86,0.07054112,-0.2758%,10830.02
2020-06-25 08:00:00+00:00,BUY,signal,9301.14,9301.14,+0.0000%,677.80,0.07287267,+0.0000%,10176.48
2020-06-25 09:00:00+00:00,SELL,signal,9301.14,9254.47,+0.0000%,674.40,0.07287267,-0.0467%,10846.80
2020-07-08 13:00:00+00:00,BUY,signal,9437.99,9437.99,+0.0000%,677.48,0.07178248,+0.0000%,10171.73
2020-07-09 14:00:00+00:00,SELL,signal,9437.99,9295.90,+0.0000%,667.28,0.07178248,-0.1135%,10828.14
2020-07-21 19:00:00+00:00,BUY,signal,9354.35,9354.35,+0.0000%,676.71,0.07234211,+0.0000%,10160.18
2020-07-22 07:00:00+00:00,SELL,signal,9354.35,9302.00,+0.0000%,672.93,0.07234211,-0.0506%,10828.65
2020-07-22 10:00:00+00:00,BUY,signal,9338.00,9338.00,+0.0000%,676.37,0.07243213,+0.0000%,10155.05
2020-07-22 12:00:00+00:00,SELL,signal,9338.00,9328.99,+0.0000%,675.72,0.07243213,-0.0197%,10829.44
2020-07-22 14:00:00+00:00,BUY,signal,9337.80,9337.80,+0.0000%,676.24,0.07241938,+0.0000%,10153.04
2020-07-22 16:00:00+00:00,SELL,signal,9337.80,9328.14,+0.0000%,675.54,0.07241938,-0.0202%,10827.20
2020-07-22 17:00:00+00:00,BUY,signal,9364.31,9364.31,+0.0000%,676.10,0.07219977,+0.0000%,10150.99
2020-08-13 07:00:00+00:00,SELL,signal,9364.31,11513.43,+0.0000%,831.27,0.07219977,+1.5136%,11136.59
2020-08-14 02:00:00+00:00,BUY,signal,11727.08,11727.08,+0.0000%,686.33,0.05852562,+0.0000%,10304.64
2020-08-21 21:00:00+00:00,SELL,signal,11727.08,11535.00,+0.0000%,675.09,0.05852562,-0.1223%,10967.81
2020-08-31 21:00:00+00:00,BUY,signal,11632.61,11632.61,+0.0000%,685.50,0.05892875,+0.0000%,10292.03
2020-09-03 13:00:00+00:00,SELL,signal,11632.61,10917.03,+0.0000%,643.33,0.05892875,-0.4226%,10892.55
2020-09-16 15:00:00+00:00,BUY,signal,11004.99,11004.99,+0.0000%,682.60,0.06202625,+0.0000%,10248.54
2020-09-16 19:00:00+00:00,SELL,signal,11004.99,10982.20,+0.0000%,681.18,0.06202625,-0.0271%,10927.63
2020-09-16 21:00:00+00:00,BUY,signal,11015.09,11015.09,+0.0000%,682.41,0.06195258,+0.0000%,10245.76
2020-09-16 23:00:00+00:00,SELL,signal,11015.09,10954.01,+0.0000%,678.63,0.06195258,-0.0502%,10919.93
2020-09-19 11:00:00+00:00,BUY,signal,11140.00,11140.00,+0.0000%,682.07,0.06122716,+0.0000%,10240.62
2020-09-19 16:00:00+00:00,SELL,signal,11140.00,11059.30,+0.0000%,677.13,0.06122716,-0.0615%,10912.13
2020-09-19 20:00:00+00:00,BUY,signal,11087.31,11087.31,+0.0000%,681.65,0.06148028,+0.0000%,10234.32
2020-09-19 21:00:00+00:00,SELL,signal,11087.31,11052.18,+0.0000%,679.49,0.06148028,-0.0344%,10910.97
2020-10-09 11:00:00+00:00,BUY,signal,11050.43,11050.43,+0.0000%,681.42,0.06166424,+0.0000%,10230.79
2020-11-27 13:00:00+00:00,SELL,signal,11050.43,16944.79,+0.0000%,1044.89,0.06166424,+3.5356%,11638.11
2020-11-30 10:00:00+00:00,BUY,signal,18503.06,18503.06,+0.0000%,705.51,0.03812929,+0.0000%,10592.51
2020-12-10 03:00:00+00:00,SELL,signal,18503.06,18409.77,+0.0000%,701.95,0.03812929,-0.0469%,11290.21
2020-12-14 02:00:00+00:00,BUY,signal,19297.70,19297.70,+0.0000%,705.18,0.03654207,+0.0000%,10587.55
2021-01-13 09:00:00+00:00,SELL,signal,19297.70,34343.62,+0.0000%,1254.99,0.03654207,+5.1741%,12391.09
2021-01-13 16:00:00+00:00,BUY,signal,34783.14,34783.14,+0.0000%,741.66,0.02132253,+0.0000%,11135.36
2021-01-17 13:00:00+00:00,SELL,signal,34783.14,34841.83,+0.0000%,742.92,0.02132253,-0.0021%,11878.79
2021-01-30 04:00:00+00:00,BUY,signal,33503.13,33503.13,+0.0000%,741.65,0.02213671,+0.0000%,11135.13
2021-02-24 10:00:00+00:00,SELL,signal,33503.13,50075.00,+0.0000%,1108.50,0.02213671,+3.2777%,12609.36
2021-03-07 16:00:00+00:00,BUY,signal,51052.90,51052.90,+0.0000%,765.96,0.01500322,+0.0000%,11500.10
2021-03-22 21:00:00+00:00,SELL,signal,51052.90,54566.77,+0.0000%,818.68,0.01500322,+0.4446%,12370.68
2021-03-29 13:00:00+00:00,BUY,signal,57960.17,57960.17,+0.0000%,769.36,0.01327400,+0.0000%,11551.23
2021-04-08 11:00:00+00:00,SELL,signal,57960.17,56421.18,+0.0000%,748.93,0.01327400,-0.1900%,12278.99
2021-04-10 01:00:00+00:00,BUY,signal,58413.52,58413.52,+0.0000%,767.90,0.01314595,+0.0000%,11529.28
2021-04-18 03:00:00+00:00,SELL,signal,58413.52,55014.46,+0.0000%,723.22,0.01314595,-0.4005%,12207.09
2021-04-18 05:00:00+00:00,BUY,signal,55569.18,55569.18,+0.0000%,764.83,0.01376350,+0.0000%,11483.11
2021-04-18 08:00:00+00:00,SELL,signal,55569.18,54953.65,+0.0000%,756.35,0.01376350,-0.0870%,12230.24
2021-04-30 18:00:00+00:00,BUY,signal,56857.47,56857.47,+0.0000%,764.16,0.01343993,+0.0000%,11473.12
2021-05-04 00:00:00+00:00,SELL,signal,56857.47,55291.71,+0.0000%,743.12,0.01343993,-0.1965%,12194.45
2021-05-05 14:00:00+00:00,BUY,signal,56982.80,56982.80,+0.0000%,762.66,0.01338401,+0.0000%,11450.57
2021-05-06 06:00:00+00:00,SELL,signal,56982.80,56587.65,+0.0000%,757.37,0.01338401,-0.0595%,12201.89
2021-05-06 07:00:00+00:00,BUY,signal,56814.79,56814.79,+0.0000%,762.21,0.01341561,+0.0000%,11443.76
2021-05-06 18:00:00+00:00,SELL,signal,56814.79,55753.57,+0.0000%,747.97,0.01341561,-0.1376%,12176.74
2021-05-07 12:00:00+00:00,BUY,signal,57459.27,57459.27,+0.0000%,761.16,0.01324688,+0.0000%,11428.01
2021-05-09 12:00:00+00:00,SELL,signal,57459.27,56433.53,+0.0000%,747.57,0.01324688,-0.1321%,12161.24
2021-05-09 13:00:00+00:00,BUY,signal,57220.02,57220.02,+0.0000%,760.15,0.01328470,+0.0000%,11412.92
2021-05-10 14:00:00+00:00,SELL,signal,57220.02,56831.59,+0.0000%,754.99,0.01328470,-0.0585%,12161.99
2021-05-10 15:00:00+00:00,BUY,signal,58296.36,58296.36,+0.0000%,759.71,0.01303179,+0.0000%,11406.24
2021-05-10 18:00:00+00:00,SELL,signal,58296.36,56771.88,+0.0000%,739.84,0.01303179,-0.1873%,12125.47
2021-05-12 00:00:00+00:00,BUY,signal,57348.95,57348.95,+0.0000%,758.28,0.01322227,+0.0000%,11384.87
2021-05-12 05:00:00+00:00,SELL,signal,57348.95,57227.98,+0.0000%,756.68,0.01322227,-0.0274%,12139.20
2021-07-25 22:00:00+00:00,BUY,signal,34656.78,34656.78,+0.0000%,758.08,0.02187381,+0.0000%,11381.76
2021-08-19 12:00:00+00:00,SELL,signal,34656.78,44577.56,+0.0000%,975.08,0.02187381,+1.8912%,12572.87
2021-08-20 01:00:00+00:00,BUY,signal,47193.51,47193.51,+0.0000%,772.41,0.01636693,+0.0000%,11597.02
2021-08-31 17:00:00+00:00,SELL,signal,47193.51,47100.99,+0.0000%,770.90,0.01636693,-0.0264%,12365.63
2021-09-02 18:00:00+00:00,BUY,signal,49371.96,49371.96,+0.0000%,772.21,0.01564064,+0.0000%,11593.96
2021-09-08 16:00:00+00:00,SELL,signal,49371.96,46423.64,+0.0000%,726.10,0.01564064,-0.4106%,12273.21
2021-09-17 00:00:00+00:00,BUY,signal,47499.99,47499.99,+0.0000%,769.04,0.01619028,+0.0000%,11546.35
2021-09-20 07:00:00+00:00,SELL,signal,47499.99,44824.89,+0.0000%,725.73,0.01619028,-0.3880%,12228.04
2021-09-20 08:00:00+00:00,BUY,signal,45046.55,45046.55,+0.0000%,766.05,0.01700583,+0.0000%,11501.55
2021-09-20 09:00:00+00:00,SELL,signal,45046.55,44844.02,+0.0000%,762.61,0.01700583,-0.0432%,12259.95
2021-10-01 18:00:00+00:00,BUY,signal,47724.18,47724.18,+0.0000%,765.72,0.01604475,+0.0000%,11496.57
2021-10-27 16:00:00+00:00,SELL,signal,47724.18,58867.81,+0.0000%,944.52,0.01604475,+1.5402%,12618.94
2021-11-02 22:00:00+00:00,BUY,signal,62928.65,62928.65,+0.0000%,777.52,0.01235553,+0.0000%,11673.65
2021-11-06 04:00:00+00:00,SELL,signal,62928.65,61193.63,+0.0000%,756.08,0.01235553,-0.1968%,12407.53
